case_id,segmentation_A,segmentation_B,warped_segmentation_A,flips_percentage,log_jac_std,dice,hd95
ACDC.patient123.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient123/ACDC.patient123.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient123/ACDC.patient123.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient123/ACDC.patient123.warped_ED_seg.nii.gz,0.0,0.0126138525,0.5210066018385393,6.10818510677892
ACDC.patient124.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient124/ACDC.patient124.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient124/ACDC.patient124.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient124/ACDC.patient124.warped_ES_seg.nii.gz,0.0,0.015843935,0.7126411340020379,3.3333333333333335
ACDC.patient124.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient124/ACDC.patient124.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient124/ACDC.patient124.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient124/ACDC.patient124.warped_ED_seg.nii.gz,0.0,0.016295237,0.7043688887199289,3.1828364187919873
ACDC.patient125.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient125/ACDC.patient125.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient125/ACDC.patient125.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient125/ACDC.patient125.warped_ES_seg.nii.gz,0.0,0.016100407,0.6189550255175194,3.753765724587055
ACDC.patient125.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient125/ACDC.patient125.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient125/ACDC.patient125.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient125/ACDC.patient125.warped_ED_seg.nii.gz,0.0,0.016382212,0.59601650858865,4.007065193137391
ACDC.patient126.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient126/ACDC.patient126.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient126/ACDC.patient126.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient126/ACDC.patient126.warped_ES_seg.nii.gz,0.0,0.022575624,0.6769694039346453,3.014818887941214
ACDC.patient126.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient126/ACDC.patient126.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient126/ACDC.patient126.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient126/ACDC.patient126.warped_ED_seg.nii.gz,0.0,0.023453066,0.6710276393025246,3.173817087761943
ACDC.patient127.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient127/ACDC.patient127.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient127/ACDC.patient127.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient127/ACDC.patient127.warped_ES_seg.nii.gz,0.0,0.019363394,0.6816717851304418,4.2235160309735145
ACDC.patient127.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient127/ACDC.patient127.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient127/ACDC.patient127.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient127/ACDC.patient127.warped_ED_seg.nii.gz,0.0,0.020059653,0.674929455423456,4.433408711243363
ACDC.patient128.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient128/ACDC.patient128.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient128/ACDC.patient128.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient128/ACDC.patient128.warped_ES_seg.nii.gz,0.0,0.014420106,0.5586305523479029,5.465606827169158
ACDC.patient128.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient128/ACDC.patient128.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient128/ACDC.patient128.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient128/ACDC.patient128.warped_ED_seg.nii.gz,0.0,0.014311407,0.5632403943350859,5.305359927699872
ACDC.patient129.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient129/ACDC.patient129.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient129/ACDC.patient129.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient129/ACDC.patient129.warped_ES_seg.nii.gz,0.0,0.023617666,0.6149198851305197,4.904037365146377
ACDC.patient129.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient129/ACDC.patient129.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient129/ACDC.patient129.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient129/ACDC.patient129.warped_ED_seg.nii.gz,0.0,0.023406427,0.5984004947810969,5.073774793775966
ACDC.patient130.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient130/ACDC.patient130.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient130/ACDC.patient130.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient130/ACDC.patient130.warped_ES_seg.nii.gz,0.0,0.0179385,0.5803348288935976,5.9619434142881955
ACDC.patient130.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient130/ACDC.patient130.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient130/ACDC.patient130.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient130/ACDC.patient130.warped_ED_seg.nii.gz,0.0,0.016330006,0.5646653053714017,6.045946105085494
ACDC.patient131.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient131/ACDC.patient131.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient131/ACDC.patient131.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient131/ACDC.patient131.warped_ES_seg.nii.gz,0.0,0.011347336,0.8391484896464151,2.1380711874576983
ACDC.patient131.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient131/ACDC.patient131.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient131/ACDC.patient131.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient131/ACDC.patient131.warped_ED_seg.nii.gz,0.0,0.011044915,0.8361266420183785,2.1380711874576983
